Datetime,Rolling_8hr_O3_NW,Rolling_8hr_O3_NE,Rolling_8hr_O3_SW,Rolling_8hr_O3_SE
2021-10-17 00:00:00-06:00,56.798702,57.49715,57.581318,56.92177
2021-10-18 00:00:00-06:00,59.844364,60.243774,59.3886,59.314953
2021-10-19 00:00:00-06:00,58.674194,57.061474,58.729023,56.001987
2021-10-20 00:00:00-06:00,56.684246,56.28554,56.513695,55.725967
2021-10-21 00:00:00-06:00,56.91167,56.817493,56.647633,55.81656
2021-10-22 00:00:00-06:00,54.9224,54.292297,55.81447,54.30046
2021-10-23 00:00:00-06:00,37.056133,37.772125,37.93731,37.614292
2021-10-24 00:00:00-06:00,55.386383,55.18435,55.850998,54.96717
2021-10-25 00:00:00-06:00,51.86874,50.117367,50.90943,50.412647
2021-10-26 00:00:00-06:00,36.114666,35.237377,37.60228,37.14592
2021-10-27 00:00:00-06:00,38.62114,37.832325,38.201035,37.82071
2021-10-28 00:00:00-06:00,37.329514,38.643856,38.428627,37.43994
2021-10-29 00:00:00-06:00,48.134995,49.611706,49.29749,49.052082
2021-10-30 00:00:00-06:00,46.75862,48.48257,47.684715,47.85395
2021-10-31 00:00:00-06:00,47.965065,50.964863,48.304787,49.031273
2021-11-01 00:00:00-06:00,51.38157,51.025387,52.18282,52.74745
2021-11-02 00:00:00-06:00,55.45777,54.661995,55.670082,54.962967
2021-11-03 00:00:00-06:00,45.279762,46.491436,45.92016,45.57369
2021-11-04 00:00:00-06:00,53.821777,51.10473,54.09513,52.516644
2021-11-05 00:00:00-06:00,55.609367,55.082527,56.928562,54.982292
2021-11-06 00:00:00-06:00,60.514645,58.916435,59.672832,60.915855
2021-11-07 00:00:00-06:00,47.829037,47.901108,47.16023,47.856274
2021-11-08 00:00:00-07:00,35.51138,48.700203,41.432335,49.620567
2021-11-09 00:00:00-07:00,53.858315,52.78285,54.383907,53.37224
2021-11-10 00:00:00-07:00,39.761127,38.84201,39.265427,38.714165
2021-11-11 00:00:00-07:00,31.962086,31.427279,33.295425,32.108246
2021-11-12 00:00:00-07:00,31.878994,33.243347,32.75849,33.042217
2021-11-13 00:00:00-07:00,37.789917,37.509247,39.400818,37.990616
2021-11-14 00:00:00-07:00,37.00309,38.26945,37.849495,37.89719
2021-11-15 00:00:00-07:00,52.771305,50.792393,55.948032,51.20465
2021-11-16 00:00:00-07:00,42.67212,42.462208,42.596714,42.314655
2021-11-17 00:00:00-07:00,45.762115,48.56778,45.934933,47.99901
2021-11-18 00:00:00-07:00,53.535656,52.473743,55.2742,53.22074
2021-11-19 00:00:00-07:00,54.064095,52.081272,55.757935,53.293377
2021-11-20 00:00:00-07:00,31.852343,31.262293,33.285057,32.051353
2021-11-21 00:00:00-07:00,37.055756,43.073975,40.33165,42.169807
2021-11-22 00:00:00-07:00,41.09179,51.09913,50.12472,51.159943
2021-11-23 00:00:00-07:00,47.211143,49.193653,50.308075,49.450542
2021-11-24 00:00:00-07:00,39.178608,40.03607,40.971714,39.568127
2021-11-25 00:00:00-07:00,40.645676,42.115448,40.595486,42.375034
2021-11-26 00:00:00-07:00,39.649086,41.247437,42.550446,42.76605
2021-11-27 00:00:00-07:00,33.057655,33.363487,32.548374,33.855385
2021-11-28 00:00:00-07:00,34.498474,39.20993,37.40135,39.259308
2021-11-29 00:00:00-07:00,33.361942,37.034203,34.575687,37.56729
2021-11-30 00:00:00-07:00,32.33577,31.708149,34.41769,30.101671
2021-12-01 00:00:00-07:00,,,,
2021-12-02 00:00:00-07:00,,,,
2021-12-03 00:00:00-07:00,,,,
2021-12-04 00:00:00-07:00,,,,
2021-12-05 00:00:00-07:00,,,,
2021-12-06 00:00:00-07:00,,,,
2021-12-07 00:00:00-07:00,,,,
2021-12-08 00:00:00-07:00,,,,
2021-12-09 00:00:00-07:00,,,,
2021-12-10 00:00:00-07:00,,,,
2021-12-11 00:00:00-07:00,,,,
